0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.08,1.0,0.04,2.01,-0.07,-2.28,0.05,-1.23,9.408038057924104,2.35,1.24,-79.49,20.74,51.32
-0.08,1.0,0.05,1.48,-0.08,-1.62,0.05,-1.1,8.823814380527493,5.34,-0.27,34.24,-2.93,150.97
-0.4,0.92,0.24,1.24,-0.4,-1.34,0.25,-0.99,4.145684506774493,2.38,-2.67,944.17,-20.86,184.98
-0.32,0.95,0.19,1.19,-0.32,-1.26,0.2,-0.99,4.6635329711277995,2.25,-2.51,872.54,-36.7,155.44
-0.26,0.97,0.16,1.05,-0.26,-1.09,0.16,-0.98,9.081027735851169,3.42,0.84,-16.55,30.66,123.03
-0.41,0.91,0.24,1.03,-0.41,-1.07,0.25,-0.93,4.815980307181333,-0.61,-0.9,829.11,-8.43,92.67
-0.26,0.97,0.15,0.98,-0.25,-1.0,0.16,-0.96,9.542907369746347,2.89,0.6,-109.23,21.52,101.92
-0.39,0.92,0.24,0.94,-0.39,-0.95,0.24,-0.92,7.36308562516926,0.22,-0.3,325.32,-9.44,55.47
-0.35,0.94,0.2,1.74,-0.33,-1.95,0.21,-1.12,4.965618816514467,3.51,-1.68,789.77,51.67,146.85
-0.19,0.98,0.11,1.24,-0.19,-1.32,0.12,-1.04,6.502579514448704,1.69,0.6,508.2,44.65,79.51
-0.26,0.97,0.16,1.35,-0.26,-1.47,0.16,-1.05,9.662441195389375,0.04,1.45,-134.19,36.83,-6.68
-0.16,0.99,0.1,1.29,-0.16,-1.38,0.1,-1.05,6.259455002321708,1.58,-0.83,545.59,5.61,72.07
-0.53,0.85,0.31,1.61,-0.51,-1.81,0.32,-1.02,9.742444866171958,1.67,2.55,-146.14,56.63,31.77
-0.39,0.92,0.24,0.94,-0.39,-0.95,0.24,-0.92,5.328312795103322,-0.09,-0.25,729.7,-4.68,98.54
-0.43,0.9,0.25,1.72,-0.41,-1.94,0.26,-1.09,2.641046148939866,1.26,-3.89,1292.72,62.35,155.18
-0.39,0.92,0.24,0.94,-0.39,-0.95,0.24,-0.92,8.102116296067486,0.33,-0.32,178.44,-11.17,39.82
-0.42,0.91,0.23,1.66,-0.38,-1.86,0.27,-1.08,9.396225235560994,4.85,1.02,-81.03,20.2,124.21
-0.48,0.88,0.25,1.52,-0.43,-1.69,0.3,-1.02,3.0843826766722806,2.4,-5.57,1173.34,-26.03,199.22
-0.4,0.92,0.22,1.12,-0.38,-1.18,0.25,-0.96,3.9721591506667875,0.09,-2.63,1002.02,-44.5,126.37
-0.09,1.0,0.05,1.53,-0.09,-1.68,0.06,-1.11,6.740627742894607,6.29,-1.54,461.04,-1.0,177.18
-0.22,0.97,0.13,2.02,-0.21,-2.3,0.14,-1.21,7.926328227407397,1.03,-3.17,208.82,-39.31,32.95
-0.13,0.99,0.08,1.46,-0.13,-1.59,0.08,-1.09,2.401608848038854,5.28,-4.33,1342.96,-10.74,180.95
-0.13,0.99,0.08,1.43,-0.13,-1.55,0.08,-1.09,6.894042583155659,2.64,-1.06,426.69,2.16,88.58
-0.26,0.96,0.16,1.23,-0.26,-1.31,0.16,-1.02,4.361010605572226,0.52,-0.72,904.25,24.21,85.46
-0.2,0.98,0.12,1.87,-0.19,-2.11,0.13,-1.18,9.465478980724862,3.97,1.93,-95.25,37.03,91.19
-0.38,0.93,0.21,1.34,-0.35,-1.46,0.23,-1.02,7.175401828930771,2.71,-1.76,373.65,-25.01,120.45
-0.26,0.97,0.16,1.05,-0.26,-1.09,0.16,-0.98,2.0166711641005772,1.09,0.03,1426.58,29.49,154.17
-0.35,0.94,0.2,1.32,-0.33,-1.42,0.22,-1.02,9.810321698436118,0.67,2.14,-157.57,58.08,8.53
-0.42,0.91,0.24,1.44,-0.4,-1.59,0.26,-1.03,9.174638600476523,0.82,-2.05,-33.9,-61.39,22.3
-0.05,1.0,0.03,1.05,-0.05,-1.07,0.03,-1.0,1.9998063480105943,4.97,-1.85,1393.86,-42.96,181.57
-0.38,0.93,0.2,1.51,-0.34,-1.67,0.24,-1.06,7.143822138340666,2.62,-1.94,364.09,-18.16,106.4
-0.26,0.96,0.16,1.23,-0.26,-1.31,0.16,-1.02,9.060626579866973,0.05,-0.95,-11.82,-30.14,2.26
-0.4,0.92,0.23,1.47,-0.38,-1.63,0.25,-1.04,2.1012582193223817,-0.08,-2.31,1341.14,62.83,134.67
-0.16,0.99,0.1,1.29,-0.16,-1.38,0.1,-1.05,6.773613660523308,1.45,-0.67,443.23,4.83,63.98
-0.25,0.97,0.14,1.35,-0.24,-1.46,0.16,-1.05,7.957096698820622,2.11,-1.66,203.88,-34.69,77.8
-0.43,0.9,0.24,1.34,-0.4,-1.47,0.27,-1.0,5.968545640817212,1.0,-2.55,620.97,-26.87,102.18
-0.06,1.0,0.03,1.01,-0.06,-1.03,0.04,-0.99,7.719976017136614,2.66,-0.4,254.35,-12.74,100.63
-0.1,1.0,0.05,1.84,-0.09,-2.07,0.06,-1.19,9.256369529316714,1.43,-1.2,-50.19,-32.67,33.29
-0.37,0.93,0.22,1.01,-0.36,-1.04,0.23,-0.94,1.32084172978031,-0.19,-3.56,1500.72,-90.99,176.54
-0.44,0.9,0.23,1.6,-0.4,-1.78,0.27,-1.06,7.972936164592912,1.89,-1.89,202.17,-27.6,72.96
-0.42,0.91,0.24,1.47,-0.4,-1.62,0.26,-1.03,5.906641245355296,0.26,-2.02,622.28,3.07,75.18
-0.38,0.92,0.23,0.95,-0.38,-0.97,0.23,-0.92,9.088396289895998,0.62,-0.26,-17.16,-10.3,25.22
-0.41,0.91,0.24,1.34,-0.4,-1.46,0.25,-1.0,4.5729090672548605,-0.24,-2.85,903.36,-13.15,95.58
-0.19,0.98,0.11,1.5,-0.18,-1.65,0.11,-1.1,5.342028474608181,6.37,-1.28,711.19,26.1,202.42
-0.24,0.97,0.15,1.02,-0.25,-1.04,0.15,-0.97,7.689879920504551,2.93,1.72,266.32,64.77,127.9
-0.48,0.88,0.25,1.76,-0.42,-1.99,0.3,-1.08,2.637111207642977,0.91,-11.2,1285.58,-99.85,151.57
-0.4,0.92,0.22,1.12,-0.38,-1.18,0.25,-0.96,1.7312894484538621,-0.62,-3.65,1448.61,-55.89,157.96
-0.14,0.99,0.08,1.55,-0.14,-1.7,0.09,-1.11,8.639458227307626,2.26,0.89,71.59,32.25,64.26
-0.08,1.0,0.05,1.29,-0.08,-1.38,0.05,-1.06,3.6703966430560167,5.03,-3.36,1060.75,-39.11,166.44
-0.46,0.89,0.25,1.34,-0.42,-1.47,0.29,-0.99,7.84440298160424,3.75,-0.72,224.28,-2.73,145.41
-0.43,0.9,0.25,1.72,-0.41,-1.94,0.26,-1.09,9.688140673786565,1.91,1.84,-139.89,33.73,38.32
-0.42,0.91,0.24,1.47,-0.4,-1.62,0.26,-1.03,8.925292987774977,0.36,-0.44,15.03,-9.34,13.88
-0.14,0.99,0.08,1.55,-0.14,-1.7,0.09,-1.11,0.972682202711791,5.75,-7.49,1593.89,-46.68,195.65
-0.23,0.97,0.12,1.83,-0.2,-2.05,0.14,-1.17,4.234235612791702,5.21,-7.35,939.03,-57.26,162.62
-0.49,0.87,0.28,1.83,-0.46,-2.09,0.3,-1.09,9.209169429389208,1.22,0.17,-42.33,1.82,27.85
-0.38,0.93,0.2,1.51,-0.34,-1.67,0.24,-1.06,9.431493085079861,3.23,0.09,-84.64,-3.7,85.64
-0.42,0.91,0.23,1.41,-0.39,-1.55,0.26,-1.02,1.5198000495987873,1.77,-7.21,1460.73,-71.12,205.89
-0.32,0.95,0.19,1.19,-0.32,-1.26,0.2,-0.99,2.7192995937546938,1.18,-2.91,1263.74,-28.66,157.84
-0.2,0.98,0.12,1.87,-0.19,-2.11,0.13,-1.18,1.9842297710545809,5.88,-5.36,1435.66,57.55,186.25
-0.28,0.96,0.16,1.8,-0.27,-2.03,0.17,-1.15,5.341776176596234,2.69,-6.93,731.45,-74.18,107.42
-0.35,0.94,0.2,1.32,-0.33,-1.42,0.22,-1.02,2.688875145733994,0.83,-5.74,1227.23,-82.3,139.25
-0.36,0.93,0.19,1.69,-0.33,-1.89,0.22,-1.1,2.7695207511207522,3.57,-3.09,1217.51,62.01,182.68
-0.15,0.99,0.09,1.43,-0.15,-1.56,0.09,-1.08,5.43704196155384,4.89,-1.49,698.98,12.07,162.11
-0.12,0.99,0.06,1.83,-0.11,-2.06,0.08,-1.18,4.015620246413951,7.0,-4.08,981.0,20.75,180.63
-0.49,0.87,0.26,1.86,-0.44,-2.12,0.31,-1.1,0.006801779008840381,0.45,-15.57,1762.27,-93.6,187.35
-0.08,1.0,0.05,1.48,-0.08,-1.62,0.05,-1.1,7.804925022945554,5.57,-1.07,232.28,-9.78,159.58
-0.3,0.95,0.19,1.11,-0.31,-1.16,0.18,-0.98,2.4666728255649684,0.54,-1.25,1292.98,2.2,141.04
-0.13,0.99,0.08,1.46,-0.13,-1.59,0.08,-1.09,6.162101837221242,3.14,-1.04,577.59,16.3,105.01
-0.43,0.9,0.25,1.19,-0.41,-1.27,0.26,-0.96,6.209218081878733,1.54,0.52,557.99,48.82,124.2
-0.12,0.99,0.07,1.08,-0.12,-1.12,0.07,-1.01,5.63851290742008,1.67,-1.8,660.36,-46.97,80.43
-0.35,0.94,0.2,1.74,-0.33,-1.95,0.21,-1.12,7.380144493463555,3.29,-0.75,317.1,19.48,107.38
-0.42,0.91,0.23,1.41,-0.39,-1.55,0.26,-1.02,0.7197155558827284,1.59,-8.31,1616.97,-85.14,216.61
-0.11,0.99,0.07,1.44,-0.11,-1.57,0.07,-1.09,8.322631597321967,6.93,-1.0,133.91,-16.55,200.82
-0.19,0.98,0.11,1.5,-0.18,-1.65,0.11,-1.1,7.7639205163592,6.76,0.21,240.32,27.61,197.53
-0.53,0.85,0.31,1.66,-0.51,-1.88,0.32,-1.03,5.816378051359643,3.57,-4.42,634.47,-32.15,172.67
-0.2,0.98,0.12,0.99,-0.2,-1.01,0.12,-0.97,6.402090963385485,3.8,-1.79,516.95,-60.8,170.19
-0.23,0.97,0.14,1.25,-0.23,-1.33,0.14,-1.03,3.9594111422643485,2.39,0.78,1015.56,75.68,138.58
-0.25,0.97,0.14,1.67,-0.24,-1.86,0.15,-1.13,0.9714428368827643,5.45,-12.64,1600.27,-124.39,214.06
-0.25,0.97,0.14,1.67,-0.24,-1.86,0.15,-1.13,7.930419001739696,6.45,-3.39,213.19,-62.23,176.34
-0.47,0.88,0.25,1.86,-0.43,-2.11,0.3,-1.1,2.6850462679230436,2.84,-7.87,1249.75,-7.9,186.84
-0.41,0.91,0.24,1.34,-0.4,-1.46,0.25,-1.0,2.8480678026929596,-0.41,-4.3,1255.31,-25.42,129.77
-0.49,0.87,0.28,1.83,-0.46,-2.09,0.3,-1.09,4.029244213483984,0.47,-3.07,1005.91,66.71,118.17
-0.35,0.94,0.2,1.32,-0.33,-1.42,0.22,-1.02,3.689935837904782,0.8,-4.55,1032.57,-62.56,120.88
-0.2,0.98,0.13,1.05,-0.21,-1.08,0.12,-0.99,5.004686864681867,0.71,1.54,799.37,65.96,75.77
-0.48,0.88,0.25,1.52,-0.43,-1.69,0.3,-1.02,5.712757434512762,3.59,-3.93,652.01,-39.94,174.67
-0.3,0.95,0.19,1.11,-0.31,-1.16,0.18,-0.98,0.10885223417158918,-0.05,-1.89,1759.61,-1.61,165.64
-0.26,0.97,0.16,1.35,-0.26,-1.47,0.16,-1.05,0.9533761714527689,1.63,-3.23,1630.02,24.16,157.96
-0.2,0.98,0.12,1.87,-0.19,-2.11,0.13,-1.18,0.2806144645782216,6.37,-7.26,1784.28,62.22,207.9
-0.14,0.99,0.08,1.55,-0.14,-1.7,0.09,-1.11,3.647381381068514,4.45,-4.38,1062.81,-19.15,149.81
-0.32,0.95,0.19,1.16,-0.31,-1.22,0.19,-0.99,9.339092889041257,4.74,1.21,-66.82,39.15,157.13
-0.24,0.97,0.15,1.02,-0.25,-1.04,0.15,-0.97,4.12578078282822,2.47,2.64,990.84,101.75,164.73
-0.12,0.99,0.06,1.83,-0.11,-2.06,0.08,-1.18,4.1925370003130356,6.97,-3.95,946.18,19.61,179.62
-0.4,0.92,0.22,1.12,-0.38,-1.18,0.25,-0.96,1.2706507038364179,-0.77,-3.87,1540.42,-58.23,164.46
-0.08,1.0,0.05,1.29,-0.08,-1.38,0.05,-1.06,7.695438452094249,4.44,-0.4,259.65,2.87,140.72
-0.2,0.98,0.13,1.05,-0.21,-1.08,0.12,-0.99,3.9944799005071188,0.9,1.76,1001.49,75.83,94.66
-0.12,0.99,0.07,1.08,-0.12,-1.12,0.07,-1.01,7.6427338325076075,0.88,-1.37,266.63,-41.22,40.54
-0.23,0.97,0.12,1.83,-0.2,-2.05,0.14,-1.17,2.2564820980996734,4.52,-10.43,1328.72,-76.4,162.09
-0.2,0.98,0.12,1.87,-0.19,-2.11,0.13,-1.18,9.785060281616131,3.9,2.21,-160.65,36.16,87.13
-0.44,0.9,0.23,1.6,-0.4,-1.78,0.27,-1.06,0.9474556760329722,0.63,-8.01,1585.06,-26.3,176.44
-0.32,0.95,0.2,1.0,-0.33,-1.03,0.2,-0.95,2.237156523867392,-0.11,0.42,1314.92,33.81,140.11
-0.29,0.96,0.15,1.46,-0.26,-1.59,0.18,-1.07,3.7022663831150613,3.77,-4.12,1081.79,-22.29,176.93
-0.22,0.98,0.11,2.06,-0.19,-2.35,0.14,-1.22,7.9221426992848665,8.26,-1.37,220.55,1.51,188.17
-0.37,0.93,0.22,1.01,-0.36,-1.04,0.23,-0.94,0.0795229351960236,-0.9,-4.31,1743.31,-109.1,182.15
-0.42,0.91,0.22,1.67,-0.38,-1.87,0.26,-1.08,6.9816079486247435,5.87,-1.31,411.04,14.54,191.63
-0.26,0.96,0.15,1.24,-0.25,-1.32,0.16,-1.02,0.45781910465064746,1.38,1.57,1670.86,129.5,163.41
-0.16,0.99,0.1,1.29,-0.16,-1.38,0.1,-1.05,7.722224370656081,1.21,-0.38,254.38,3.39,49.05
-0.16,0.99,0.09,1.99,-0.15,-2.26,0.1,-1.22,1.3849434475521039,4.82,-9.97,1494.21,-11.78,145.25
-0.26,0.97,0.15,0.98,-0.25,-1.0,0.16,-0.96,7.459601948418713,2.79,0.8,309.92,30.34,130.16
-0.3,0.95,0.19,1.11,-0.31,-1.16,0.18,-0.98,3.6796394405305533,0.84,-0.93,1052.93,4.16,128.38
-0.46,0.89,0.25,1.34,-0.42,-1.47,0.29,-0.99,2.789149133951634,0.75,-1.58,1205.39,52.4,171.1
-0.19,0.98,0.11,1.24,-0.19,-1.32,0.12,-1.04,8.85071021085135,1.13,0.85,30.38,29.96,38.3
-0.49,0.87,0.28,1.83,-0.46,-2.09,0.3,-1.09,5.8728512650692775,0.74,-1.85,632.83,43.61,86.02
-0.41,0.91,0.24,1.34,-0.4,-1.46,0.25,-1.0,2.9765459634083546,-0.4,-4.19,1229.1,-24.51,127.23
-0.22,0.97,0.13,2.02,-0.21,-2.3,0.14,-1.21,9.17136755174963,0.54,-2.61,-33.33,-59.87,11.79
-0.23,0.97,0.13,1.45,-0.22,-1.59,0.14,-1.08,4.869439299396264,2.29,-3.45,813.23,-28.8,108.61
-0.42,0.91,0.23,1.41,-0.39,-1.55,0.26,-1.02,4.719352273816154,2.54,-3.09,835.92,-15.07,163.0
-0.19,0.98,0.11,1.5,-0.18,-1.65,0.11,-1.1,3.0430764810234487,5.98,-2.79,1158.16,24.67,207.06
-0.26,0.97,0.16,1.05,-0.26,-1.09,0.16,-0.98,0.7632427932365815,0.63,-0.13,1682.63,29.28,159.7
-0.14,0.99,0.08,1.47,-0.14,-1.61,0.09,-1.1,5.571441666881249,5.96,-1.25,690.21,21.14,185.83
-0.26,0.97,0.15,0.98,-0.25,-1.0,0.16,-0.96,1.7183897571148687,2.48,1.42,1465.04,54.63,207.97
-0.08,1.0,0.05,1.48,-0.08,-1.62,0.05,-1.1,2.9451169849180237,6.72,-5.18,1176.83,-42.46,200.64
-0.37,0.93,0.22,1.01,-0.36,-1.04,0.23,-0.94,0.24518347870408075,-0.81,-4.21,1710.93,-106.69,181.4
-0.26,0.97,0.16,1.05,-0.26,-1.09,0.16,-0.98,6.6199914838709795,2.65,0.58,486.2,30.25,133.88
-0.22,0.98,0.13,1.04,-0.21,-1.07,0.14,-0.98,9.79263842019218,2.26,0.56,-159.83,17.88,72.48
-0.42,0.91,0.24,1.44,-0.4,-1.59,0.26,-1.03,1.3360458268124698,0.92,-2.83,1487.56,58.67,184.87
-0.13,0.99,0.07,1.49,-0.12,-1.63,0.08,-1.1,8.85081194825613,5.32,1.69,28.94,50.68,149.62
-0.5,0.87,0.28,1.36,-0.47,-1.49,0.31,-0.98,1.0913521303441331,0.53,-7.33,1545.71,-68.22,223.5
-0.49,0.87,0.28,1.83,-0.46,-2.09,0.3,-1.09,0.9710351809708162,-0.03,-5.24,1624.79,105.02,171.49
-0.25,0.97,0.14,1.35,-0.24,-1.46,0.16,-1.05,8.468407292316263,1.99,-1.19,103.92,-27.49,68.11
-0.38,0.92,0.23,0.95,-0.38,-0.97,0.23,-0.92,8.316040782202649,0.49,-0.29,132.75,-10.14,39.43
-0.48,0.88,0.25,1.76,-0.42,-1.99,0.3,-1.08,6.225695896897539,0.76,-5.39,560.53,-60.4,76.46
-0.47,0.88,0.25,1.86,-0.43,-2.11,0.3,-1.1,7.926641667653573,7.11,0.67,212.42,47.15,194.02
-0.44,0.9,0.23,1.6,-0.4,-1.78,0.27,-1.06,1.724562175309905,0.78,-7.27,1432.09,-26.45,165.0
-0.37,0.93,0.22,1.01,-0.36,-1.04,0.23,-0.94,5.95302254288367,2.26,-0.97,595.46,-23.41,155.58
-0.38,0.92,0.23,0.95,-0.38,-0.97,0.23,-0.92,4.66660980383539,-0.17,-0.44,841.05,-9.36,106.58
-0.44,0.9,0.26,1.09,-0.43,-1.15,0.27,-0.94,3.8209238087872057,0.63,-2.75,1044.67,-49.24,169.74
-0.2,0.98,0.12,0.99,-0.2,-1.01,0.12,-0.97,4.713373696395971,3.51,-2.12,852.99,-68.81,178.53
-0.4,0.92,0.24,1.24,-0.4,-1.34,0.25,-0.99,4.298503930109411,2.42,-2.57,914.45,-19.66,182.99
-0.1,1.0,0.06,1.08,-0.09,-1.12,0.06,-1.01,6.60505758261234,5.09,-1.95,465.37,-56.4,185.65
-0.55,0.83,0.29,1.73,-0.49,-1.96,0.35,-1.04,7.252694894924731,5.56,0.61,356.31,64.33,189.48
-0.43,0.9,0.25,1.72,-0.41,-1.94,0.26,-1.09,3.3971640703008212,1.34,-3.23,1139.01,59.28,142.64
-0.46,0.89,0.25,1.34,-0.42,-1.47,0.29,-0.99,7.995457079559398,3.83,-0.69,194.96,-4.38,144.65
-0.32,0.95,0.19,1.16,-0.31,-1.22,0.19,-0.99,0.012703366970734375,0.44,-3.63,1771.03,-36.63,181.19
-0.25,0.97,0.15,1.05,-0.25,-1.09,0.15,-0.98,5.971519519349697,3.23,-0.44,598.0,-2.82,159.66
-0.1,0.99,0.06,1.39,-0.1,-1.5,0.06,-1.08,6.970979524023621,6.38,-1.17,410.63,-4.93,193.52
-0.42,0.91,0.24,1.47,-0.4,-1.62,0.26,-1.03,2.625407819234462,0.17,-3.91,1282.36,16.56,141.81
-0.27,0.96,0.15,1.81,-0.25,-2.04,0.17,-1.15,7.966426625012435,2.55,-1.28,203.49,-5.37,73.55
-0.41,0.91,0.24,1.03,-0.41,-1.07,0.25,-0.93,1.4127207264118835,-1.83,-1.41,1503.5,-5.94,144.04
-0.33,0.94,0.18,1.76,-0.3,-1.98,0.2,-1.13,3.520676950656406,5.62,-3.77,1113.88,43.5,207.75
-0.05,1.0,0.03,1.05,-0.05,-1.07,0.03,-1.0,9.48646437756295,3.92,-0.14,-96.86,-6.09,138.3
-0.11,0.99,0.07,1.44,-0.11,-1.57,0.07,-1.09,0.8696409410928274,7.14,-1.74,1607.31,74.17,229.27
-0.44,0.9,0.23,1.75,-0.39,-1.97,0.28,-1.09,0.6380161479845148,0.2,-5.28,1641.32,79.41,159.8
-0.05,1.0,0.03,1.05,-0.05,-1.07,0.03,-1.0,0.8012576137057414,5.16,-2.15,1632.52,-48.86,188.49
-0.23,0.97,0.14,1.25,-0.23,-1.33,0.14,-1.03,8.393460491504502,3.04,0.95,122.2,37.62,105.51
-0.44,0.9,0.26,1.09,-0.43,-1.15,0.27,-0.94,6.984128700813449,3.06,-0.17,406.62,11.35,167.33
-0.06,1.0,0.03,1.01,-0.06,-1.03,0.04,-0.99,4.641029370579259,3.7,-1.66,866.17,-53.0,144.13
-0.27,0.96,0.16,1.53,-0.26,-1.68,0.16,-1.09,4.15749702931251,1.29,-2.18,991.28,33.32,98.43
-0.16,0.99,0.09,1.99,-0.15,-2.26,0.1,-1.22,4.781341335215755,3.44,-4.19,827.78,18.3,99.9
-0.25,0.97,0.15,1.05,-0.25,-1.09,0.15,-0.98,3.2352171677761046,3.01,-2.43,1138.31,-56.6,190.69
-0.15,0.99,0.09,1.43,-0.15,-1.56,0.09,-1.08,8.102567032545938,4.43,-1.48,176.06,-27.32,133.93
-0.53,0.85,0.31,1.66,-0.51,-1.88,0.32,-1.03,8.297301339445767,5.19,-1.02,140.04,-6.0,158.17
-0.18,0.98,0.1,1.74,-0.16,-1.95,0.11,-1.16,3.214104448072732,3.09,-6.14,1167.24,-15.5,115.69
-0.23,0.97,0.13,1.45,-0.22,-1.59,0.14,-1.08,9.966004320876037,0.09,1.41,-190.19,27.75,-6.72
-0.26,0.96,0.16,1.23,-0.26,-1.31,0.16,-1.02,4.781788033161895,0.47,-0.74,822.23,19.34,78.01
-0.12,0.99,0.06,1.87,-0.1,-2.1,0.07,-1.19,4.838440485703153,7.28,-2.62,810.99,38.39,182.47
-0.42,0.91,0.24,1.44,-0.4,-1.59,0.26,-1.03,8.496778593291026,0.83,-2.11,97.67,-51.01,36.36
-0.25,0.97,0.14,1.57,-0.23,-1.74,0.16,-1.1,6.314384487291776,1.88,-2.58,543.47,-15.54,82.19
-0.1,1.0,0.06,1.08,-0.09,-1.12,0.06,-1.01,9.026419617833362,5.4,-1.46,-5.13,-50.54,187.65
-0.13,0.99,0.07,1.62,-0.12,-1.8,0.08,-1.13,1.1037184024986169,5.37,-4.56,1585.85,45.34,171.01
-0.38,0.93,0.2,1.51,-0.34,-1.67,0.24,-1.06,4.840275550956463,1.96,-4.12,815.92,-32.72,127.31
-0.26,0.96,0.15,1.24,-0.25,-1.32,0.16,-1.02,1.586888787511599,1.59,1.45,1450.01,115.8,153.88
-0.25,0.97,0.14,1.35,-0.24,-1.46,0.16,-1.05,9.065661521791998,1.85,-0.64,-12.84,-19.07,56.79
-0.47,0.88,0.25,1.86,-0.43,-2.11,0.3,-1.1,9.975614529906862,8.62,3.71,-193.08,68.67,196.82
-0.15,0.99,0.08,1.77,-0.13,-1.98,0.1,-1.16,9.036880554607382,0.9,-0.44,-7.26,-9.02,22.27
-0.33,0.94,0.18,1.76,-0.3,-1.98,0.2,-1.13,1.026206838251551,4.72,-4.47,1620.98,90.11,218.79
-0.25,0.97,0.14,1.04,-0.24,-1.07,0.16,-0.98,0.8708816560734278,1.53,0.3,1575.45,35.82,175.76
-0.47,0.88,0.25,1.86,-0.43,-2.11,0.3,-1.1,0.6492104756471573,1.02,-11.53,1652.65,-29.29,184.06
-0.2,0.98,0.13,1.05,-0.21,-1.08,0.12,-0.99,7.193298911009704,0.31,1.09,361.48,44.56,34.84
-0.08,1.0,0.05,1.29,-0.08,-1.38,0.05,-1.06,9.518351254770328,4.19,0.83,-103.17,21.89,129.07
-0.26,0.97,0.15,0.98,-0.25,-1.0,0.16,-0.96,8.94357504234053,2.86,0.66,11.35,24.06,110.05
-0.06,1.0,0.03,1.01,-0.06,-1.03,0.04,-0.99,1.5098829901551691,4.84,-3.05,1488.35,-93.94,188.38
-0.39,0.92,0.23,1.25,-0.38,-1.34,0.24,-0.99,7.527318144818713,-0.07,-0.7,295.42,-3.04,33.1
-0.43,0.9,0.24,1.34,-0.4,-1.47,0.27,-1.0,5.556581843185966,0.87,-2.66,705.36,-22.92,107.84
-0.43,0.9,0.24,1.38,-0.4,-1.51,0.27,-1.01,9.091989393709706,1.18,-1.71,-18.04,-51.99,35.74
-0.38,0.93,0.2,1.51,-0.34,-1.67,0.24,-1.06,7.851454084624546,2.81,-1.3,225.29,-13.69,99.98
-0.44,0.9,0.25,1.53,-0.42,-1.7,0.27,-1.04,7.1313157982504025,1.77,-0.73,364.6,18.37,90.3
-0.1,1.0,0.05,1.84,-0.09,-2.07,0.06,-1.19,7.2493373894978586,2.47,-3.21,342.76,-34.21,64.31
-0.33,0.94,0.18,1.76,-0.3,-1.98,0.2,-1.13,9.584381936511232,7.47,-2.33,-118.8,-69.82,180.91
-0.43,0.9,0.24,1.34,-0.4,-1.47,0.27,-1.0,3.2961419867317554,0.13,-3.24,1168.39,-1.21,138.94
-0.33,0.94,0.18,1.76,-0.3,-1.98,0.2,-1.13,2.4633773910824095,5.24,-4.07,1328.82,63.25,212.43
-0.28,0.96,0.16,1.27,-0.27,-1.37,0.17,-1.03,3.3631774664152294,0.89,-4.16,1101.11,-58.01,111.26
-0.14,0.99,0.08,1.47,-0.14,-1.61,0.09,-1.1,8.437101343766507,5.6,-0.03,113.32,9.67,161.63
-0.53,0.85,0.31,1.61,-0.51,-1.81,0.32,-1.02,5.019543338785083,0.69,-4.0,783.51,-9.05,120.54
-0.41,0.91,0.24,1.34,-0.4,-1.46,0.25,-1.0,8.696228480115465,0.14,0.31,61.99,16.2,13.82
-0.38,0.92,0.23,0.95,-0.38,-0.97,0.23,-0.92,1.0527942274851165,-0.92,-0.59,1542.44,-8.6,173.07
-0.42,0.91,0.22,1.67,-0.38,-1.87,0.26,-1.08,4.280276174813508,4.5,-5.76,961.15,-33.63,202.77
-0.06,1.0,0.04,1.05,-0.06,-1.08,0.04,-1.0,8.026581533958879,0.61,1.65,194.1,59.95,25.68
-0.25,0.97,0.14,1.35,-0.24,-1.46,0.16,-1.05,6.471004313741027,2.47,-3.06,494.41,-55.63,105.97
-0.15,0.99,0.08,1.77,-0.13,-1.98,0.1,-1.16,4.521839754971795,4.01,-2.16,881.45,47.65,121.18
-0.13,0.99,0.08,1.46,-0.13,-1.59,0.08,-1.09,0.2696402468110082,6.58,-6.35,1776.88,-26.07,224.0
-0.25,0.97,0.14,1.67,-0.24,-1.86,0.15,-1.13,7.892507229367421,6.44,-3.44,220.75,-62.57,176.54
-0.49,0.87,0.26,1.86,-0.44,-2.12,0.31,-1.1,9.35750559315239,6.7,1.48,-70.06,29.83,159.69
-0.19,0.98,0.11,1.25,-0.18,-1.34,0.11,-1.04,0.5380650583717295,4.71,-2.08,1641.7,24.66,217.33
-0.19,0.98,0.11,1.5,-0.18,-1.65,0.11,-1.1,9.050525020066358,6.96,0.97,-9.82,28.42,194.93
-0.13,0.99,0.07,1.49,-0.12,-1.63,0.08,-1.1,0.7700514789872748,5.75,-6.03,1596.61,-25.78,194.36
-0.09,1.0,0.05,1.53,-0.09,-1.68,0.06,-1.11,6.333165858565012,6.34,-1.52,544.18,6.72,179.34
-0.43,0.9,0.25,1.72,-0.41,-1.94,0.26,-1.09,6.099434979652027,1.59,-0.95,589.66,48.3,97.83
-0.22,0.97,0.13,2.02,-0.21,-2.3,0.14,-1.21,4.43688150017458,2.51,-4.84,887.5,18.29,92.25
-0.42,0.91,0.23,1.41,-0.39,-1.55,0.26,-1.02,5.734168274091469,2.77,-1.85,637.75,2.71,149.4
-0.25,0.97,0.14,1.04,-0.24,-1.07,0.16,-0.98,2.421378764177108,1.26,-0.04,1274.96,20.55,144.2
